Household_Id	Acres [EUPATH_0000026]	Acres categorization [EUPATH_0020221]	Air bricks [EUPATH_0000018]	Air bricks count [EUPATH_0042035]	Air bricks covered [EUPATH_0042023]	Air bricks open to outside [EUPATH_0042024]	Animal-drawn cart [EUPATH_0000166]	Asked permission for IRS in last 12 months [EUPATH_0020224]	Bank account [EUPATH_0000167]	Bed [ENVO_00000501]	Bed type [EUPATH_0042025]	Bednet count [EUPATH_0020225]	Bicycle [ENVO_01000614]	Boat with a motor [EUPATH_0000179]	Boat without a motor [EUPATH_0000170]	Car or truck [EUPATH_0000171]	Cassette player [ENVO_01000578]	Chair [ENVO_01000586]	Clock [ENVO_01000596]	Community health worker has malaria medication [EUPATH_0020229]	Community health worker present [EUPATH_0020230]	Community leader [EUPATH_0042015]	Cooking fuel [EUPATH_0000023]	Country [ENVO_00000009]	Cupboard [ENVO_01000595]	Don't know [EUPATH_0042017]	Drinking water source [ENVO_00003064]	Dwelling type [ENVO_01000744]	Eaves [ENVO_01000825]	Eaves covered [EUPATH_0042021]	Eaves open to outside [EUPATH_0042022]	Electricity [EUPATH_0021084]	Floor material [EUPATH_0000006]	Floor material type [EUPATH_0042036]	Food problems per week [EUPATH_0000029]	Health facility distance (km) [EUPATH_0020213]	Health worker or community medicine distributor [EUPATH_0042013]	Household ITNs [EUPATH_0044136]	Household bednets [EUPATH_0020232]	Household data collection date [EUPATH_0021085]	Household visit status [EUPATH_0025075]	Household wealth index, categorical [EUPATH_0000143]	Human waste facilities [EUPATH_0000335]	Landline phone [ENVO_01000582]	Latrine type [EUPATH_0025085]	Lighting source [OBI_0400065]	Market distance (km) [EUPATH_0020215]	Meals per day [EUPATH_0000027]	Meals per day categorization [EUPATH_0020237]	Meat meals per week [EUPATH_0000028]	Meat meals per week categorization [EUPATH_0020238]	Mobile phone [ENVO_01000581]	Motorcycle or scooter [ENVO_01000615]	Neighbour, relative, or friend [EUPATH_0042014]	Newspaper or leaflet [EUPATH_0042012]	Other [EUPATH_0042018]	Persons <5 years sleeping in same bed count [EUPATH_0042030]	Persons <5 years sleeping in same room count [EUPATH_0042027]	Persons sleeping in same bed count [EUPATH_0042029]	Persons sleeping in same room count [EUPATH_0042026]	Radio [ENVO_01000577]	Radio [EUPATH_0042010]	Received IRS message in last 12 months [EUPATH_0042008]	Refrigerator [ENVO_01000583]	Roof material [EUPATH_0000003]	Roof material type [EUPATH_0025047]	Room entryways count [EUPATH_0042019]	Room windows count [EUPATH_0042020]	Sleeping places count [EUPATH_0000201]	Sleeping places in same room count [EUPATH_0042028]	Sleeping rooms in dwelling count [EUPATH_0000025]	Sofa [ENVO_01000588]	TV [EUPATH_0042011]	Table [ENVO_01000584]	Television [ENVO_01000579]	Transit to health facility [EUPATH_0020217]	Village public adress system [EUPATH_0042016]	Wall material [EUPATH_0000009]	Wall material type [EUPATH_0025167]	Watch [EUPATH_0000186]
h_30156	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No	No	Yes	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	98	No	No	Untreated bednet	2016-10-28	Completed	Middle	Covered pit latrine no slab	No	VIP or covered pit latrine	Torch/battery powered lamp		3	3 or more	2	2 or more	Yes	No	No	No	No	1	1	2	2	Yes	No	Yes	No	Thatched	Thatched	2	1	3	2	3	No	No	Yes	No	Bicycle	Yes	Mud and poles	Thatched or mud	No
h_30266	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground		No	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	98		No	No bednet	2017-02-03	Completed	Middle	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp		3	3 or more	1	1	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	0	2	2	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30654	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	No	No	Earth and dung	Earth	Always	2		No	No bednet	2017-05-11	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	2	2	2 or less	0	0	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	1	2	2	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30626		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	4		No	Bednet - treatment unknown	2017-05-06	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	3	2	2 or less	1	1	Yes	No				2	2	2	4	Yes		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30587	5	3 or more	Yes	2	Partially covered	Yes	No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	98	No	No	Bednet - treatment unknown	2017-04-27	Completed	Poorest	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Torch/battery powered lamp	0	2	2 or less	1	1	Yes	Yes	Yes	No	No	0	0	1	1	No	No	Yes	No	Iron sheets	Iron sheets/wood	1	1	5	1	3	Yes	No	Yes	No	Car/motorcycle	No	Burnt bricks with plaster/cement	Plaster or cement	No
h_30002	0	None	No				No	No	Yes	Yes	On a mattress/mat on the ground	1	Yes	Yes	No	No	Yes	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Partially	Yes	Cement/concrete	Concrete/wood/stones	Sometimes	95		No	No bednet	2016-11-28	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	2	2 or less	4	2 or more	Yes	Yes				1	1	2	3	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	2	Yes		Yes	No	Bicycle		Un-burnt bricks with plaster/cement	Plaster or cement	Yes
h_30665	20	3 or more	No				No	No	Yes	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	No	No	Earth and dung	Earth	Sometimes	4		No	No bednet	2017-05-14	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	4	3	3 or more	0	0	Yes	No				0	0	1	2	Yes		No	No	Thatched	Thatched	1	0	2	2	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30112	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Traditional	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Sometimes	4		Yes	ITN	2016-10-31	Completed	Middle	Vip latrine	No	VIP or covered pit latrine	Solar	0	2	2 or less	1	1	No	No				1	1	1	2	No		No	No	Thatched	Thatched	1	1	6	2	3	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30212																								Uganda														Yes	ITN	2017-05-10	Mother moved																																							
h_30129	4	3 or more	No				No	No	No	Yes	On a mattress/mat on the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	3		Yes	ITN	2016-12-15	Completed	Poorest	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	0	0	No	No				1	1	1	1	No		No	No	Thatched	Thatched	1	1	3	2	3	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30385	5	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	Untreated bednet	2017-02-01	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	2	2 or less	1	1	Yes	No				2	2	3	3	Yes		No	No	Thatched	Thatched	1	1	2	2	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30433	0	None	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Pipe into dwelling	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	1		Yes	ITN	2017-04-10	Completed	Middle	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	4	3 or more	4	2 or more	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	1	1	1	No		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30598	3	3 or more	Yes	2	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Sometimes	4		No	No bednet	2017-05-09	Completed	Least poor	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	1	3	3 or more	1	1	Yes	No				0	0	1	2	Yes		No	No	Iron sheets	Iron sheets/wood	2	4	4	1	2	Yes		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30808																								Uganda														No	No bednet	2017-07-30	Refused																																							
h_30460																								Uganda														No	Bednet - treatment unknown	2017-03-25	Refused																																							
h_30436	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Traditional	Eaves not present			No	Earth and dung	Earth	Sometimes	1		No	Untreated bednet	2017-05-01	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	0	3	3 or more	3	2 or more	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	2	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30369	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-01-27	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	2	3	3 or more	2	2 or more	Yes	No				1	3	1	4	Yes		No	No	Thatched	Thatched	1	1	1	3	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30391	1	<= 2	No				No	No	No	Yes	Directly on the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	3		No	No bednet	2017-01-11	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	2	3	3 or more	3	2 or more	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	2	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30058	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	6	Yes	No	No	No	No	Yes	No	No	Yes	No	Firewood	Uganda	Yes	No	Protected public well	Modern	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2	No	No	No bednet	2016-10-09	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	3	3 or more	1	1	Yes	No	No	No	No	0	0	1	1	Yes	Yes	Yes	No	Iron sheets	Iron sheets/wood	4	4	8	1	4	Yes	No	Yes	No	Bicycle	No	Mud and poles	Thatched or mud	No
h_30812	5	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No	No	Firewood	Uganda	Yes	No	River/stream	Modern	Eaves not present			No	Earth and dung	Earth	Never	2	No	No	No bednet	2017-07-16	Completed	Least poor	No facility/bush/field	No	Uncovered pit latrine or no facilities	Solar	1	3	3 or more	1	1	Yes	No	Yes	No	No	1	1	1	2	Yes	No	Yes	No	Iron sheets	Iron sheets/wood	1	0	4	2	3	No	No	Yes	No	Walking	No	Mud and poles	Thatched or mud	No
h_30413		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth or sand	Earth	Never	5		No	No bednet	2017-02-16	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	1	2	2 or less	0	0	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	0	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30011	4	3 or more	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Never	1		Yes	ITN	2016-10-28	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	3	3 or more	0	0	No	No				1	1	1	3	No		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	4	Yes		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30179	4	3 or more	Yes	6+	Open	Yes	No	No	Yes	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	Yes		No		Charcoal	Uganda	Yes		Borehole	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Never	0		No	No bednet	2016-11-04	Completed	Least poor	Covered pit latrine w/slab	No	VIP or covered pit latrine	Solar	0	3	3 or more	1	1	Yes	No				1	1	1	2	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	1	Yes		Yes	Yes	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	Yes
h_30763	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	No	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	1		No	No bednet	2017-07-31	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	1	1	Yes	Yes				1	1	1	2	Yes		No	No	Thatched	Thatched	1	0	12	2	5	No		No	No	Walking		Mud and poles	Thatched or mud	No
h_30756	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground		No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	No	No	Earth and dung	Earth	Sometimes	0		No	No bednet	2017-06-16	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	0	2	2 or less	1	1	No	No				0	0	1	1	No		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30176	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	5	No	No	No	No	Yes	Yes	Yes		No	No	Firewood	Uganda	No	No	Borehole	Modern	Eaves present	Completely covered	Yes	No	Earth and dung	Earth	Seldom	1	No	Yes	ITN	2016-10-16	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - hurricane lamp	1	3	3 or more	1	1	Yes	Yes	No	No	No	1	1	1	2	Yes	Yes	Yes	No	Iron sheets	Iron sheets/wood	2	1	4	2	4	Yes	No	Yes	No	Car/motorcycle	No	Mud and poles	Thatched or mud	No
h_30256	0	None	Yes	2	Partially covered	Partially	No	No	No	No	On a mattress/mat on the ground	2	Yes	No	No	No	No	No	No		No		Charcoal	Uganda	No		Protected public well	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Sometimes	1		No	Untreated bednet	2017-01-02	Completed	Middle	Vip latrine	No	VIP or covered pit latrine	Solar	0	2	2 or less	2	2 or more	No	No				3	3	3	5	No		No	No	Iron sheets	Iron sheets/wood	2	1	6	2	3	No		Yes	No	Bicycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30315	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground		No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2016-12-17	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	0	0	No	No				1	1	0	4	No		No	No	Thatched	Thatched	1	0	7	2	3	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30403		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	5		No	No bednet	2017-02-20	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	1	2	2 or less	1	1	Yes	No				0	1	1	4	Yes		No	No	Thatched	Thatched	1	1	2	2	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30305	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	6		No	No bednet	2016-11-23	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	2	2 or more	No	No				2	2	0	3	No		No	No	Thatched	Thatched	1	1	12	3	6	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30173	2	<= 2	Yes	6+	Partially covered	Yes	No	No	No	Yes	On a mattress/mat on the ground	1	Yes	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Protected public well	Modern	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	5	No	No	No bednet	2016-10-28	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	3	2	2 or less	1	1	Yes	No	Yes	No	No	1	1	1	1	No	No	Yes	No	Iron sheets	Iron sheets/wood	2	2	3	1	3	No	No	Yes	No	Walking	No	Burnt bricks with mud	Thatched or mud	No
h_30861	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Charcoal	Uganda	Yes		Public tap	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	0		No	No bednet	2017-08-04	Completed	Least poor	Vip latrine	No	VIP or covered pit latrine	Torch/battery powered lamp	0	3	3 or more	2	2 or more	Yes	No				0	0	1	1	No		No	No	Iron sheets	Iron sheets/wood	1	1	1	1	1	Yes		Yes	No	Walking		Mud and plaster (no poles)	Plaster or cement	No
h_30423		3 or more	No				No	No	Yes	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	1		No	Untreated bednet	2017-04-01	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	0	2	2 or less	0	0	No	No				0	0	1	1	Yes		No	No	Thatched	Thatched	3	3	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30322	0	None	No				No	No	No	Yes	On a mattress/mat on the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	Bednet - treatment unknown	2017-01-18	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	1	1	Yes	No				2	2	2	4	Yes		No	No	Thatched	Thatched	1	0	2	2	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30121	0	None	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	7		No	No bednet	2016-10-05	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	0	3	3 or more	3	2 or more	Yes	No				0	0	0	1	No		No	No	Thatched	Thatched	1	1	1	1	1	Yes		No	No	Car/motorcycle		Burnt bricks with mud	Thatched or mud	No
h_30485	0	None	Yes	1	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	Yes	Yes	No		No		Charcoal	Uganda	No		Public tap	Modern	Eaves not present	Partially covered	No	Yes	Cement/concrete	Concrete/wood/stones	Never	1		No	No bednet	2017-03-19	Completed	Least poor	Covered pit latrine w/slab	No	VIP or covered pit latrine	Electricity	0	3	3 or more	2	2 or more	Yes	Yes				1	1	1	3	Yes		No	Yes	Iron sheets	Iron sheets/wood	1	3	25	2	15	Yes		Yes	Yes	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30150	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground		Yes	No	No	No	No	No	No		No		Charcoal	Uganda	No		Borehole	Modern	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Never	3		No	Untreated bednet	2016-12-18	Completed	Middle	No facility/bush/field	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	1	1	Yes	No				1	1	0	2	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	1	1	1	No		No	No	Bicycle		Mud and poles	Thatched or mud	No
h_30507	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	No	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	0		No	No bednet	2017-05-02	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	0	0	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	7	1	3	No		No	No	Walking		Mud and poles	Thatched or mud	No
h_30764	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	3		No	Untreated bednet	2017-07-29	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	3	3 or more	2	2 or more	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	8	1	4	Yes		Yes	No	Bicycle		Mud and poles	Thatched or mud	Yes
h_30205	1	<= 2	No				No	No	No	No	On a mattress/mat on the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Open public well	Modern	Eaves present	Partially covered	No	No	Earth and dung	Earth	Sometimes	8		No	No bednet	2016-10-29	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	3	2	2 or less	0	0	Yes	No				0	0	0	2	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	1	2	4	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30856		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Completely covered	Yes	No	Earth and dung	Earth	Never	2		No	No bednet	2017-08-07	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	3	3	3 or more	2	2 or more	Yes	No				0	0	1	1	No		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30193	0	None	Yes	6+	Partially covered	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Public tap	Modern	Eaves not present	Partially covered	Yes	Yes	Cement/concrete	Concrete/wood/stones	Sometimes	0		No	No bednet	2016-12-08	Completed	Least poor	Covered pit latrine w/slab	No	VIP or covered pit latrine	Electricity	0	2	2 or less	2	2 or more	Yes	No				1	1	2	3	Yes		No	No	Iron sheets	Iron sheets/wood	3	1	1	2	1	Yes		No	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30537	1	<= 2	No				No	No	No	No	On a mattress/mat on the ground		No	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Protected well in yard/compound	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Always	5		No	No bednet	2017-03-10	Completed	Poorest	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	1	1	2 or less	0	0	Yes	Yes				1	1	2	2	No		No	No	Thatched	Thatched	1	0	1	1	1	No		No	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30064	0	None	Yes	6+	Open	Yes	No	No	Yes	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Borehole	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Never	1		Yes	ITN	2016-10-28	Completed	Least poor	Vip latrine	No	VIP or covered pit latrine	Candles	1	3	3 or more	0	0	Yes	No				1	2	2	3	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	2	1	1	No		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30793	3	3 or more	No				No	No	No	No	On a mattress/mat on the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Completely covered	Yes	No	Earth and dung	Earth	Sometimes	1		No	No bednet	2017-07-20	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	1	3	3 or more	3	2 or more	Yes	No				0	1	2	2	No		No	No	Thatched	Thatched	1	1	3	2	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30582	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	3	No	Yes	ITN	2017-04-30	Completed	Middle	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Solar		2	2 or less	0	0	Yes	Yes	Yes	No	No	0	0	1	1	Yes	No	Yes	No	Thatched	Thatched	1	0	2	1	2	No	No	Yes	No	Walking	No	Mud and poles	Thatched or mud	No
h_30592	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	Bednet - treatment unknown	2017-05-07	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Firewood	1	3	3 or more	2	2 or more	Yes	No				1	1	1	2	Yes		No	No	Thatched	Thatched	1	1	2	2	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
